landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-1585,Medium,,,2021-05-03T01:13:06.673411128Z,In all versions of AppArmor mount rules are accidentally widened when compiled.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-15088,Low,,,2021-05-03T01:13:06.673411128Z,"plugins/preauth/pkinit/pkinit_crypto_openssl.c in MIT Kerberos 5 (aka krb5) through 1.15.2 mishandles Distinguished Name (DN) fields, which allows remote attackers to execute arbitrary code or cause a denial of service (buffer overflow and application crash) in situations involving untrusted X.509 data, related to the get_matching_data and X509_NAME_oneline_ex functions. NOTE: this has security relevance only in use cases outside of the MIT Kerberos distribution, e.g., the use of get_matching_data in KDC certauth plugin code that is specific to Red Hat."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-5709,Low,,,2021-05-03T01:13:06.673411128Z,"An issue was discovered in MIT Kerberos 5 (aka krb5) through 1.16. There is a variable ""dbentry->n_key_data"" in kadmin/dbutil/dump.c that can store 16-bit data but unknowingly the developer has assigned a ""u4"" variable to it, which is for 32-bit data. An attacker can use this vulnerability to affect other artifacts of the database as we know that a Kerberos database dump file contains trusted data."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-5710,Low,,,2021-05-03T01:13:06.673411128Z,"An issue was discovered in MIT Kerberos 5 (aka krb5) through 1.16. The pre-defined function ""strlen"" is getting a ""NULL"" string as a parameter value in plugins/kdb/ldap/libkdb_ldap/ldap_principal2.c in the Key Distribution Center (KDC), which allows remote authenticated users to cause a denial of service (NULL pointer dereference) via a modified kadmin client."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-13844,Medium,,,2021-05-03T01:13:06.673411128Z,"Arm Armv8-A core implementations utilizing speculative execution past unconditional changes in control flow may allow unauthorized disclosure of information to an attacker with local user access via a side-channel analysis, aka ""straight-line speculation."""
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2019-17543,Low,,,2021-05-03T01:13:06.673411128Z,"LZ4 before 1.9.2 has a heap-based buffer overflow in LZ4_write32 (related to LZ4_compress_destSize), affecting applications that call LZ4_compress_fast with a large input. (This issue can also lead to data corruption.) NOTE: the vendor states ""only a few specific / uncommon usages of the API are at risk."""
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-2779,Low,,,2021-05-03T01:13:06.673411128Z,"runuser in util-linux allows local users to escape to the parent session via a crafted TIOCSTI ioctl call, which pushes characters to the terminal's input buffer."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-5011,Low,,,2021-05-03T01:13:06.673411128Z,The parse_dos_extended function in partitions/dos.c in the libblkid library in util-linux allows physically proximate attackers to cause a denial of service (memory consumption) via a crafted MSDOS partition table with an extended partition boot record at zero offset.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-13844,Medium,,,2021-05-03T01:13:06.673411128Z,"Arm Armv8-A core implementations utilizing speculative execution past unconditional changes in control flow may allow unauthorized disclosure of information to an attacker with local user access via a side-channel analysis, aka ""straight-line speculation."""
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-10684,Low,,,2021-05-03T01:13:06.673411128Z,"In ncurses 6.0, there is a stack-based buffer overflow in the fmt_entry function. A crafted input will lead to a remote arbitrary code execution attack."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-10685,Low,,,2021-05-03T01:13:06.673411128Z,"In ncurses 6.0, there is a format string vulnerability in the fmt_entry function. A crafted input will lead to a remote arbitrary code execution attack."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-11112,Low,,,2021-05-03T01:13:06.673411128Z,"In ncurses 6.0, there is an attempted 0xffffffffffffffff access in the append_acs function of tinfo/parse_entry.c. It could lead to a remote denial of service attack if the terminfo library code is used to process untrusted terminfo data."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-11113,Low,,,2021-05-03T01:13:06.673411128Z,"In ncurses 6.0, there is a NULL Pointer Dereference in the _nc_parse_entry function of tinfo/parse_entry.c. It could lead to a remote denial of service attack if the terminfo library code is used to process untrusted terminfo data."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-13728,Low,,,2021-05-03T01:13:06.673411128Z,"There is an infinite loop in the next_char function in comp_scan.c in ncurses 6.0, related to libtic. A crafted input will lead to a remote denial of service attack."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-13729,Low,,,2021-05-03T01:13:06.673411128Z,There is an illegal address access in the _nc_save_str function in alloc_entry.c in ncurses 6.0. It will lead to a remote denial of service attack.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-13730,Low,,,2021-05-03T01:13:06.673411128Z,There is an illegal address access in the function _nc_read_entry_source() in progs/tic.c in ncurses 6.0 that might lead to a remote denial of service attack.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-13731,Low,,,2021-05-03T01:13:06.673411128Z,There is an illegal address access in the function postprocess_termcap() in parse_entry.c in ncurses 6.0 that will lead to a remote denial of service attack.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-13732,Low,,,2021-05-03T01:13:06.673411128Z,There is an illegal address access in the function dump_uses() in progs/dump_entry.c in ncurses 6.0 that might lead to a remote denial of service attack.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-13734,Low,,,2021-05-03T01:13:06.673411128Z,There is an illegal address access in the _nc_safe_strcat function in strings.c in ncurses 6.0 that will lead to a remote denial of service attack.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-16879,Low,,,2021-05-03T01:13:06.673411128Z,"Stack-based buffer overflow in the _nc_write_entry function in tinfo/write_entry.c in ncurses 6.0 allows attackers to cause a denial of service (application crash) or possibly execute arbitrary code via a crafted terminfo file, as demonstrated by tic."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2019-17594,Low,,,2021-05-03T01:13:06.673411128Z,There is a heap-based buffer over-read in the _nc_find_entry function in tinfo/comp_hash.c in the terminfo library in ncurses before 6.1-20191012.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2019-17595,Low,,,2021-05-03T01:13:06.673411128Z,There is a heap-based buffer over-read in the fmt_entry function in tinfo/comp_hash.c in the terminfo library in ncurses before 6.1-20191012.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-10684,Low,,,2021-05-03T01:13:06.673411128Z,"In ncurses 6.0, there is a stack-based buffer overflow in the fmt_entry function. A crafted input will lead to a remote arbitrary code execution attack."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-10685,Low,,,2021-05-03T01:13:06.673411128Z,"In ncurses 6.0, there is a format string vulnerability in the fmt_entry function. A crafted input will lead to a remote arbitrary code execution attack."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-11112,Low,,,2021-05-03T01:13:06.673411128Z,"In ncurses 6.0, there is an attempted 0xffffffffffffffff access in the append_acs function of tinfo/parse_entry.c. It could lead to a remote denial of service attack if the terminfo library code is used to process untrusted terminfo data."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-11113,Low,,,2021-05-03T01:13:06.673411128Z,"In ncurses 6.0, there is a NULL Pointer Dereference in the _nc_parse_entry function of tinfo/parse_entry.c. It could lead to a remote denial of service attack if the terminfo library code is used to process untrusted terminfo data."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-13728,Low,,,2021-05-03T01:13:06.673411128Z,"There is an infinite loop in the next_char function in comp_scan.c in ncurses 6.0, related to libtic. A crafted input will lead to a remote denial of service attack."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-13729,Low,,,2021-05-03T01:13:06.673411128Z,There is an illegal address access in the _nc_save_str function in alloc_entry.c in ncurses 6.0. It will lead to a remote denial of service attack.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-13730,Low,,,2021-05-03T01:13:06.673411128Z,There is an illegal address access in the function _nc_read_entry_source() in progs/tic.c in ncurses 6.0 that might lead to a remote denial of service attack.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-13731,Low,,,2021-05-03T01:13:06.673411128Z,There is an illegal address access in the function postprocess_termcap() in parse_entry.c in ncurses 6.0 that will lead to a remote denial of service attack.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-13732,Low,,,2021-05-03T01:13:06.673411128Z,There is an illegal address access in the function dump_uses() in progs/dump_entry.c in ncurses 6.0 that might lead to a remote denial of service attack.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-13733,Low,,,2021-05-03T01:13:06.673411128Z,There is an illegal address access in the fmt_entry function in progs/dump_entry.c in ncurses 6.0 that might lead to a remote denial of service attack.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-13734,Low,,,2021-05-03T01:13:06.673411128Z,There is an illegal address access in the _nc_safe_strcat function in strings.c in ncurses 6.0 that will lead to a remote denial of service attack.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-16879,Low,,,2021-05-03T01:13:06.673411128Z,"Stack-based buffer overflow in the _nc_write_entry function in tinfo/write_entry.c in ncurses 6.0 allows attackers to cause a denial of service (application crash) or possibly execute arbitrary code via a crafted terminfo file, as demonstrated by tic."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2019-17594,Low,,,2021-05-03T01:13:06.673411128Z,There is a heap-based buffer over-read in the _nc_find_entry function in tinfo/comp_hash.c in the terminfo library in ncurses before 6.1-20191012.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2019-17595,Low,,,2021-05-03T01:13:06.673411128Z,There is a heap-based buffer over-read in the fmt_entry function in tinfo/comp_hash.c in the terminfo library in ncurses before 6.1-20191012.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-11695,Low,,,2021-05-03T01:13:06.673411128Z,Heap-based buffer overflow in the alloc_segs function in lib/dbm/src/hash.c in Mozilla Network Security Services (NSS) allows context-dependent attackers to have unspecified impact using a crafted cert8.db file.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-11696,Low,,,2021-05-03T01:13:06.673411128Z,Heap-based buffer overflow in the __hash_open function in lib/dbm/src/hash.c in Mozilla Network Security Services (NSS) allows context-dependent attackers to have unspecified impact using a crafted cert8.db file.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-11697,Low,,,2021-05-03T01:13:06.673411128Z,The __hash_open function in hash.c:229 in Mozilla Network Security Services (NSS) allows context-dependent attackers to cause a denial of service (floating point exception and crash) via a crafted cert8.db file.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-11698,Low,,,2021-05-03T01:13:06.673411128Z,Heap-based buffer overflow in the __get_page function in lib/dbm/src/h_page.c in Mozilla Network Security Services (NSS) allows context-dependent attackers to have unspecified impact using a crafted cert8.db file.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-11695,Low,,,2021-05-03T01:13:06.673411128Z,Heap-based buffer overflow in the alloc_segs function in lib/dbm/src/hash.c in Mozilla Network Security Services (NSS) allows context-dependent attackers to have unspecified impact using a crafted cert8.db file.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-11696,Low,,,2021-05-03T01:13:06.673411128Z,Heap-based buffer overflow in the __hash_open function in lib/dbm/src/hash.c in Mozilla Network Security Services (NSS) allows context-dependent attackers to have unspecified impact using a crafted cert8.db file.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-11697,Low,,,2021-05-03T01:13:06.673411128Z,The __hash_open function in hash.c:229 in Mozilla Network Security Services (NSS) allows context-dependent attackers to cause a denial of service (floating point exception and crash) via a crafted cert8.db file.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-11698,Low,,,2021-05-03T01:13:06.673411128Z,Heap-based buffer overflow in the __get_page function in lib/dbm/src/h_page.c in Mozilla Network Security Services (NSS) allows context-dependent attackers to have unspecified impact using a crafted cert8.db file.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-11164,Low,,,2021-05-03T01:13:06.673411128Z,"In PCRE 8.41, the OP_KETRMAX feature in the match function in pcre_exec.c allows stack exhaustion (uncontrolled recursion) when processing a crafted regular expression."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-6004,Low,,,2021-05-03T01:13:06.673411128Z,"The compile_bracket_matchingpath function in pcre_jit_compile.c in PCRE through 8.x before revision 1680 (e.g., the PHP 7.1.1 bundled version) allows remote attackers to cause a denial of service (out-of-bounds read and application crash) via a crafted regular expression."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-7186,Low,,,2021-05-03T01:13:06.673411128Z,"libpcre1 in PCRE 8.40 and libpcre2 in PCRE2 10.23 allow remote attackers to cause a denial of service (segmentation violation for read access, and application crash) by triggering an invalid Unicode property lookup."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-7244,Low,,,2021-05-03T01:13:06.673411128Z,The _pcre32_xclass function in pcre_xclass.c in libpcre1 in PCRE 8.40 allows remote attackers to cause a denial of service (invalid memory read) via a crafted file.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2019-20838,Low,,,2021-05-03T01:13:06.673411128Z,"libpcre in PCRE before 8.43 allows a subject buffer over-read in JIT when UTF is disabled, and \X or \R has more than one fixed quantifier, a related issue to CVE-2019-20454."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-14155,Low,,,2021-05-03T01:13:06.673411128Z,libpcre in PCRE before 8.44 allows an integer overflow via a large number after a (?C substring.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-14048,Low,,,2021-05-03T01:13:06.673411128Z,"An issue has been found in libpng 1.6.34. It is a SEGV in the function png_free_data in png.c, related to the recommended error handling for png_read_image."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-2568,Low,,,2021-05-03T01:13:06.673411128Z,"pkexec, when used with --user nonpriv, allows local users to escape to the parent session via a crafted TIOCSTI ioctl call, which pushes characters to the terminal's input buffer."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-2568,Low,,,2021-05-03T01:13:06.673411128Z,"pkexec, when used with --user nonpriv, allows local users to escape to the parent session via a crafted TIOCSTI ioctl call, which pushes characters to the terminal's input buffer."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-2568,Low,,,2021-05-03T01:13:06.673411128Z,"pkexec, when used with --user nonpriv, allows local users to escape to the parent session via a crafted TIOCSTI ioctl call, which pushes characters to the terminal's input buffer."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2015-5237,Low,,,2021-05-03T01:13:06.673411128Z,protobuf allows remote authenticated attackers to cause a heap-based buffer overflow.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-13844,Medium,,,2021-05-03T01:13:06.673411128Z,"Arm Armv8-A core implementations utilizing speculative execution past unconditional changes in control flow may allow unauthorized disclosure of information to an attacker with local user access via a side-channel analysis, aka ""straight-line speculation."""
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-6594,Low,,,2021-05-03T01:13:06.673411128Z,The transit path validation code in Heimdal before 7.3 might allow attackers to bypass the capath policy protection mechanism by leveraging failure to add the previous hop realm to the transit path of issued tickets.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2019-12098,Low,,,2021-05-03T01:13:06.673411128Z,"In the client side of Heimdal before 7.6.0, failure to verify anonymous PKINIT PA-PKINIT-KX key exchange permits a man-in-the-middle attack. This issue is in krb5_init_creds_step in lib/krb5/init_creds_pw.c."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2019-20446,Low,,,2021-05-03T01:13:06.673411128Z,"In xml.rs in GNOME librsvg before 2.46.2, a crafted SVG file with nested patterns can cause denial of service when passed to the library for processing. The attacker constructs pattern elements so that the number of final rendered objects grows exponentially."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2019-20446,Low,,,2021-05-03T01:13:06.673411128Z,"In xml.rs in GNOME librsvg before 2.46.2, a crafted SVG file with nested patterns can cause denial of service when passed to the library for processing. The attacker constructs pattern elements so that the number of final rendered objects grows exponentially."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-7697,Low,,,2021-05-03T01:13:06.673411128Z,"In libsamplerate before 0.1.9, a buffer over-read occurs in the calc_output_single function in src_sinc.c via a crafted audio file."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-2779,Low,,,2021-05-03T01:13:06.673411128Z,"runuser in util-linux allows local users to escape to the parent session via a crafted TIOCSTI ioctl call, which pushes characters to the terminal's input buffer."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-5011,Low,,,2021-05-03T01:13:06.673411128Z,The parse_dos_extended function in partitions/dos.c in the libblkid library in util-linux allows physically proximate attackers to cause a denial of service (memory consumption) via a crafted MSDOS partition table with an extended partition boot record at zero offset.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-9794,Medium,,,2021-05-03T01:13:06.673411128Z,"An out-of-bounds read was addressed with improved bounds checking. This issue is fixed in iOS 13.5 and iPadOS 13.5, macOS Catalina 10.15.5, tvOS 13.4.5, watchOS 6.2.5, iTunes 12.10.7 for Windows, iCloud for Windows 11.2, iCloud for Windows 7.19. A malicious application may cause a denial of service or potentially disclose memory contents."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-9849,Low,,,2021-05-03T01:13:06.673411128Z,"An information disclosure issue was addressed with improved state management. This issue is fixed in macOS Big Sur 11.0.1, watchOS 7.0, iOS 14.0 and iPadOS 14.0, iTunes for Windows 12.10.9, iCloud for Windows 11.5, tvOS 14.0. A remote attacker may be able to leak memory."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-9991,Low,,,2021-05-03T01:13:06.673411128Z,"This issue was addressed with improved checks. This issue is fixed in macOS Big Sur 11.0.1, watchOS 7.0, iOS 14.0 and iPadOS 14.0, iCloud for Windows 7.21, tvOS 14.0. A remote attacker may be able to cause a denial of service."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-13844,Medium,,,2021-05-03T01:13:06.673411128Z,"Arm Armv8-A core implementations utilizing speculative execution past unconditional changes in control flow may allow unauthorized disclosure of information to an attacker with local user access via a side-channel analysis, aka ""straight-line speculation."""
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-13844,Medium,,,2021-05-03T01:13:06.673411128Z,"Arm Armv8-A core implementations utilizing speculative execution past unconditional changes in control flow may allow unauthorized disclosure of information to an attacker with local user access via a side-channel analysis, aka ""straight-line speculation."""
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-13844,Medium,,,2021-05-03T01:13:06.673411128Z,"Arm Armv8-A core implementations utilizing speculative execution past unconditional changes in control flow may allow unauthorized disclosure of information to an attacker with local user access via a side-channel analysis, aka ""straight-line speculation."""
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2014-5044,Low,,,2021-05-03T01:13:06.673411128Z,Multiple integer overflows in libgfortran might allow remote attackers to execute arbitrary code or cause a denial of service (Fortran application crash) via vectors related to array allocation.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-1000654,Low,,,2021-05-03T01:13:06.673411128Z,"GNU Libtasn1-4.13 libtasn1-4.13 version libtasn1-4.13, libtasn1-4.12 contains a DoS, specifically CPU usage will reach 100% when running asn1Paser against the POC due to an issue in _asn1_expand_object_id(p_tree), after a long time, the program will be killed. This attack appears to be exploitable via parsing a crafted file."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-10684,Low,,,2021-05-03T01:13:06.673411128Z,"In ncurses 6.0, there is a stack-based buffer overflow in the fmt_entry function. A crafted input will lead to a remote arbitrary code execution attack."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-10685,Low,,,2021-05-03T01:13:06.673411128Z,"In ncurses 6.0, there is a format string vulnerability in the fmt_entry function. A crafted input will lead to a remote arbitrary code execution attack."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-11112,Low,,,2021-05-03T01:13:06.673411128Z,"In ncurses 6.0, there is an attempted 0xffffffffffffffff access in the append_acs function of tinfo/parse_entry.c. It could lead to a remote denial of service attack if the terminfo library code is used to process untrusted terminfo data."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-11113,Low,,,2021-05-03T01:13:06.673411128Z,"In ncurses 6.0, there is a NULL Pointer Dereference in the _nc_parse_entry function of tinfo/parse_entry.c. It could lead to a remote denial of service attack if the terminfo library code is used to process untrusted terminfo data."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-13728,Low,,,2021-05-03T01:13:06.673411128Z,"There is an infinite loop in the next_char function in comp_scan.c in ncurses 6.0, related to libtic. A crafted input will lead to a remote denial of service attack."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-13729,Low,,,2021-05-03T01:13:06.673411128Z,There is an illegal address access in the _nc_save_str function in alloc_entry.c in ncurses 6.0. It will lead to a remote denial of service attack.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-13730,Low,,,2021-05-03T01:13:06.673411128Z,There is an illegal address access in the function _nc_read_entry_source() in progs/tic.c in ncurses 6.0 that might lead to a remote denial of service attack.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-13731,Low,,,2021-05-03T01:13:06.673411128Z,There is an illegal address access in the function postprocess_termcap() in parse_entry.c in ncurses 6.0 that will lead to a remote denial of service attack.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-13732,Low,,,2021-05-03T01:13:06.673411128Z,There is an illegal address access in the function dump_uses() in progs/dump_entry.c in ncurses 6.0 that might lead to a remote denial of service attack.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-13733,Low,,,2021-05-03T01:13:06.673411128Z,There is an illegal address access in the fmt_entry function in progs/dump_entry.c in ncurses 6.0 that might lead to a remote denial of service attack.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-13734,Low,,,2021-05-03T01:13:06.673411128Z,There is an illegal address access in the _nc_safe_strcat function in strings.c in ncurses 6.0 that will lead to a remote denial of service attack.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-16879,Low,,,2021-05-03T01:13:06.673411128Z,"Stack-based buffer overflow in the _nc_write_entry function in tinfo/write_entry.c in ncurses 6.0 allows attackers to cause a denial of service (application crash) or possibly execute arbitrary code via a crafted terminfo file, as demonstrated by tic."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2019-17594,Low,,,2021-05-03T01:13:06.673411128Z,There is a heap-based buffer over-read in the _nc_find_entry function in tinfo/comp_hash.c in the terminfo library in ncurses before 6.1-20191012.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2019-17595,Low,,,2021-05-03T01:13:06.673411128Z,There is a heap-based buffer over-read in the fmt_entry function in tinfo/comp_hash.c in the terminfo library in ncurses before 6.1-20191012.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-13844,Medium,,,2021-05-03T01:13:06.673411128Z,"Arm Armv8-A core implementations utilizing speculative execution past unconditional changes in control flow may allow unauthorized disclosure of information to an attacker with local user access via a side-channel analysis, aka ""straight-line speculation."""
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-13844,Medium,,,2021-05-03T01:13:06.673411128Z,"Arm Armv8-A core implementations utilizing speculative execution past unconditional changes in control flow may allow unauthorized disclosure of information to an attacker with local user access via a side-channel analysis, aka ""straight-line speculation."""
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-10685,Low,,,2021-05-03T01:13:06.673411128Z,"In ncurses 6.0, there is a format string vulnerability in the fmt_entry function. A crafted input will lead to a remote arbitrary code execution attack."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-2779,Low,,,2021-05-03T01:13:06.673411128Z,"runuser in util-linux allows local users to escape to the parent session via a crafted TIOCSTI ioctl call, which pushes characters to the terminal's input buffer."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-5011,Low,,,2021-05-03T01:13:06.673411128Z,The parse_dos_extended function in partitions/dos.c in the libblkid library in util-linux allows physically proximate attackers to cause a denial of service (memory consumption) via a crafted MSDOS partition table with an extended partition boot record at zero offset.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-0034,Low,,,2021-05-03T01:13:06.673411128Z,"In vp8_decode_frame of decodeframe.c, there is a possible out of bounds read due to improper input validation. This could lead to remote information disclosure if error correction were turned on, with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-8.0 Android-8.1Android ID: A-62458770"
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-6594,Low,,,2021-05-03T01:13:06.673411128Z,The transit path validation code in Heimdal before 7.3 might allow attackers to bypass the capath policy protection mechanism by leveraging failure to add the previous hop realm to the transit path of issued tickets.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2019-12098,Low,,,2021-05-03T01:13:06.673411128Z,"In the client side of Heimdal before 7.6.0, failure to verify anonymous PKINIT PA-PKINIT-KX key exchange permits a man-in-the-middle attack. This issue is in krb5_init_creds_step in lib/krb5/init_creds_pw.c."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-25697,Low,,,2021-05-03T01:13:06.673411128Z,A privilege escalation flaw was found in the Xorg-x11-server due to a lack of authentication for X11 clients. This flaw allows an attacker to take control of an X application by impersonating the server it is expecting to connect to.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-25697,Low,,,2021-05-03T01:13:06.673411128Z,A privilege escalation flaw was found in the Xorg-x11-server due to a lack of authentication for X11 clients. This flaw allows an attacker to take control of an X application by impersonating the server it is expecting to connect to.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-25697,Low,,,2021-05-03T01:13:06.673411128Z,A privilege escalation flaw was found in the Xorg-x11-server due to a lack of authentication for X11 clients. This flaw allows an attacker to take control of an X application by impersonating the server it is expecting to connect to.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-2625,Low,,,2021-05-03T01:13:06.673411128Z,"It was discovered that libXdmcp before 1.1.2 including used weak entropy to generate session keys. On a multi-user system using xdmcp, a local attacker could potentially use information available from the process list to brute force the key, allowing them to hijack other users' sessions."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-7944,Low,,,2021-05-03T01:13:06.673411128Z,"Integer overflow in X.org libXfixes before 5.0.3 on 32-bit platforms might allow remote X servers to gain privileges via a length value of INT_MAX, which triggers the client to stop reading data and get out of sync."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-7945,Low,,,2021-05-03T01:13:06.673411128Z,Multiple integer overflows in X.org libXi before 1.7.7 allow remote X servers to cause a denial of service (out-of-bounds memory access or infinite loop) via vectors involving length fields.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-7946,Low,,,2021-05-03T01:13:06.673411128Z,X.org libXi before 1.7.7 allows remote X servers to cause a denial of service (infinite loop) via vectors involving length fields.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-9180,Low,,,2021-05-03T01:13:06.673411128Z,"perl-XML-Twig: The option to `expand_external_ents`, documented as controlling external entity expansion in XML::Twig does not work. External entities are always expanded, regardless of the option's setting."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-8872,Low,,,2021-05-03T01:13:06.673411128Z,The htmlParseTryOrFinish function in HTMLparser.c in libxml2 2.9.4 allows attackers to cause a denial of service (buffer over-read) or information disclosure.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2019-20388,Low,,,2021-05-03T01:13:06.673411128Z,xmlSchemaPreRun in xmlschemas.c in libxml2 2.9.10 allows an xmlSchemaValidateStream memory leak.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-24977,Low,,,2021-05-03T01:13:06.673411128Z,GNOME project libxml2 v2.9.10 has a global buffer over-read vulnerability in xmlEncodeEntitiesInternal at libxml2/entities.c. The issue has been fixed in commit 50f06b3e.
